Year,Month,CPC,HS Code,HS Description,Destination,Quantity,Unit,Gross Wt. (Kg),Net.Wt. (Kg),FOB Value (ETB),FOB Value (USD)
2016,01,1000 100,12074090,--OTHER,Palestine,,,"114,228.00","114,000.00","2,185,841.70","100,122.38"
2016,01,1000 100,12074090,--OTHER,Viet Nam,,,"114,228.00","114,000.00","2,183,769.18","100,027.45"
2016,01,3052 505,58021100,"--Unbleached terry towelling and similar woven terry fabrics, of cotton",Turkey,"19,492",M,"19,707.50","19,492.10","2,178,154.16","99,770.25"
2016,01,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),United Arab Emirates,,,"19,531.00","18,980.75","2,176,669.62","99,702.25"
2016,01,3052 505,64032000,"-SANDLES, WITH LEATHER SOLES AND STRAPS (OVER INSTEP, AROUND BIG TOE)",United States,"11,277",2UN,"9,350.00","5,980.00","2,162,200.57","99,039.50"
2016,01,1071 100,12019000,-OTHER,Turkey,,,"220,440.00","220,000.00","2,159,699.08","98,924.92"
2016,01,1000 100,26159000,-other,China,,,"2,040.00","2,000.00","2,159,529.42","98,917.14"
2016,01,3052 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,India,,,"11,585.00","11,254.00","2,132,070.00","97,659.37"
2016,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Taiwan, Province of China",,,"38,995.00","38,400.00","2,128,076.84","97,476.46"
2016,01,3052 505,62104000,"Men's or boys' garments made up of fabrics of 59.03, 59.06 or 59.07",Italy,,,"5,153.60","3,991.68","2,118,370.29","97,031.85"
2016,01,1000 100,01041000,LIVE SHEEP,Djibouti,"1,396",UN,"39,088.00","39,088.00","2,087,015.81","95,595.66"
2016,01,1000 100,12074090,--OTHER,Netherlands,,,"57,486.00","57,000.00","2,070,004.12","94,816.44"
2016,01,1000 100,25232100,"--White cement,whether or not artificially coloured",Kenya,,,"1,200,060.00","1,200,000.00","2,045,232.00","93,681.76"
2016,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Kuwait,,,"38,976.00","38,400.00","2,007,751.87","91,964.98"
2016,01,3052 505,62019900,"--MEN'S OR BOYS' ANORAKS, WIND-CHEATERS, ETC, OF OTHER TEXTILES, NES",Germany,"4,731",UN,"1,110.74",756.96,"2,007,277.81","91,943.27"
2016,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Italy,"1,692,125",UN,"6,624.00","4,968.00","1,997,338.06","91,487.98"
2016,01,1071 100,06031900,--Other cut flowers,United States,,,"24,957.95","21,962.99","1,986,608.14","90,996.49"
2016,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,India,,,"2,821.00","2,674.00","1,974,490.54","90,441.45"
2016,01,1000 100,12011000,-SEED,India,,,"220,440.00","220,000.00","1,966,669.32","90,083.20"
2016,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Spain,,,"19,440.00","19,200.00","1,875,444.24","85,904.64"
2016,01,3052 505,63041900,--other,Norway,"18,591",M2,"22,086.32","17,094.60","1,868,854.56","85,602.80"
2016,01,1000 100,07129090,---Other vegetables,Russian Federation,,,"42,732.68","26,697.00","1,849,676.68","84,724.35"
2016,01,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Netherlands,,,"37,807.20","22,768.00","1,840,747.51","84,315.35"
2016,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Viet Nam,,,"1,989.00","1,868.00","1,834,612.00","84,034.32"
2016,01,1000 100,07129090,---Other vegetables,United States,,,"2,793.20","2,372.37","1,770,101.56","81,079.42"
2016,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Ireland,,,"19,440.00","19,200.00","1,762,819.73","80,745.88"
2016,01,1000 100,12092900,"Other seeds of forage plants, of a kind used for sowing, nes",Egypt,,,"240,960.00","240,000.00","1,741,417.43","79,765.54"
2016,01,1000 100,73072900,"Tube or pipe fittings of stainless steel, nes",Singapore,,,"25,230.95","25,127.63","1,739,305.13","79,668.79"
2016,01,1000 100,12079990,--OTHER,Germany,,,"74,100.00","74,000.00","1,714,904.76","78,551.13"
2016,01,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",United Arab Emirates,,,"15,300.00","15,000.00","1,713,095.70","78,468.27"
2016,01,1000 100,25232900,--other,Somalia,,,"1,123,840.00","1,120,000.00","1,704,133.66","78,057.76"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Belgium,,,"144,288.00","144,000.00","1,693,490.90","77,570.27"
2016,01,1000 505,61059000,"-MEN'S OR BOYS' SHIRTS OF OTHER TEXTILES, NES, KNITTED OR CROCHETED",United States,"68,160",UN,"21,234.60","19,140.25","1,688,436.25","77,338.74"
2016,01,1000 101,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",China,,,"28,224.00","28,000.00","1,674,396.64","76,695.66"
2016,01,1000 100,09041200,"Pepper, crushed or ground",Djibouti,,,"39,051.00","38,294.00","1,669,626.72","76,477.17"
2016,01,3052 505,64059000,-Other,China,"7,388",2UN,"5,911.00","3,508.00","1,628,082.34","74,574.24"
2016,01,1000 100,39159000,"-Waste, parings and scrap, of other plastics, nes",China,,,"236,500.00","231,000.00","1,573,335.45","72,066.56"
2016,01,1000 100,15219020,---Bee Wax,Italy,,,"8,815.00","8,801.00","1,564,148.08","71,645.73"
2016,01,1000 100,12079990,--OTHER,Netherlands,,,"78,235.00","78,000.00","1,563,233.72","71,603.85"
2016,01,3052 505,33059000,-other,Sudan,"76,800",LTR,"32,400.00","25,900.00","1,554,538.05","71,205.54"
2016,01,1000 101,30023000,-Vaccines for veterinary medicine,Senegal,"2,800,000",LTR,"2,328.00","2,322.00","1,552,891.92","71,130.14"
2016,01,1000 505,52053200,"UNCOMBED CABLED COTTON YARN,>=85%COTTON,NPRS,>14MN BUT<=43MN P.SINGLE YARN",Turkey,,,"34,616.80","33,696.40","1,536,928.35","70,398.93"
2016,01,1071 100,07061000,"Carrots and turnips, fresh or chilled",Somalia,,,"360,986.00","356,798.00","1,526,642.84","69,927.80"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",France,,,"144,288.00","144,000.00","1,523,023.18","69,762.01"
2016,01,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",United Kingdom,,,"29,712.40","18,104.00","1,520,621.92","69,652.02"
2016,01,1000 100,09101100,--NEITHER CRUSHED NOR GROUND,Kenya,,,"40,080.00","40,000.00","1,515,203.90","69,403.84"
2016,01,1000 100,07132000,"Dried chickpeas, shelled",Sudan,,,"101,210.00","101,000.00","1,506,416.97","69,001.36"
2016,01,1000 100,07133100,"Dried beans, shelled",Belgium,,,"144,288.00","144,000.00","1,471,170.81","67,386.91"
2016,01,1000 100,19059020,---Fresh Injera,Sweden,,,"45,028.00","40,928.00","1,467,839.10","67,234.30"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Hungary,,,"140,280.00","140,000.00","1,463,985.74","67,057.80"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Romania,,,"120,240.00","120,000.00","1,431,662.39","65,577.23"
2016,01,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",Germany,,,"15,030.00","15,000.00","1,407,646.46","64,477.18"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Sri Lanka,,,"120,480.00","120,000.00","1,406,097.00","64,406.21"
2016,01,1000 100,07129090,---Other vegetables,China,,,"2,215.30","1,883.02","1,404,375.84","64,327.37"
2016,01,1000 100,09041200,"Pepper, crushed or ground",United States,,,"9,093.00","8,115.00","1,398,420.54","64,054.59"
2016,01,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hungary,,,"1,080.00",987.00,"1,392,105.12","63,765.31"
2016,01,1000 100,54076900, -- Other,"Iran, Islamic Republic of","92,781",M,"21,308.00","20,902.00","1,384,709.10","63,426.54"
2016,01,3052 505,61119000,"-Babies' garments, etc, of other textiles,nes, knitted or crocheted",United States,"297,840",UN,"16,435.65","12,577.33","1,383,139.47","63,354.64"
2016,01,1000 101,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",Greece,,,"16,126.00","15,998.00","1,351,621.51","61,910.96"
2016,01,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",Algeria,,,"11,823.60","11,800.00","1,338,416.86","61,306.12"
2016,01,3052 505,61082100,"--WOMEN'S OR GIRLS' BRIEFS AND PANTIES OF COTTON, KNITTED OR CROCHETED",Germany,"12,024",UN,"4,228.00","3,926.00","1,307,929.56","59,909.65"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Netherlands,,,"115,000.00","114,770.00","1,299,496.66","59,523.38"
2016,01,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Belgium,,,"17,712.00","11,016.00","1,296,536.01","59,387.77"
2016,01,1000 100,39269090,--- OTHER,Italy,,,"121,721.00","119,450.70","1,269,037.06","58,128.18"
2016,01,1000 100,68041000,"-Millstones and grindstones for milling, grinding or pulping",Denmark,,,"63,641.00","60,453.00","1,252,921.90","57,390.03"
2016,01,1071 100,06031100,--Roses,South Africa,,,"17,148.00","15,090.24","1,243,980.59","56,980.47"
2016,01,1000 100,71179010,---IMITATION JEWELERY ;HAND MADE;NES,United States,,,218.34,206.54,"1,243,911.27","56,977.30"
2016,01,1000 100,61034900,"--MEN'S OR BOYS' TROUSERS, ETC, OF OTHER TEXTILES, KNITTED OR CROCHETED",United States,"29,676",UN,"3,827.41","3,433.55","1,233,788.49","56,513.62"
2016,01,3052 505,64039900,--Other,United States,"4,800",2UN,"4,000.00","3,000.00","1,229,356.07","56,310.60"
2016,01,1000 100,61109000,"-JERSEYS, PULLOVERS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED",United States,"26,616",UN,"3,711.90","3,331.58","1,225,316.80","56,125.58"
2016,01,3052 505,58021100,"--Unbleached terry towelling and similar woven terry fabrics, of cotton",United States,"16,680",M,"8,687.50","7,992.50","1,224,826.32","56,103.11"
2016,01,1000 100,07019000,"Other potatoes, fresh or chilled",Djibouti,,,"573,255.00","570,725.00","1,217,129.47","55,750.56"
2016,01,1000 100,07129090,---Other vegetables,United Kingdom,,,"32,739.40","18,771.00","1,209,048.60","55,380.41"
2016,01,1000 100,61091000,"-T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",Germany,"37,000",UN,"4,604.30","4,162.70","1,197,605.47","54,856.26"
2016,01,1000 100,05069000,Bones and horn-cores (excl. ossein...),United States,,,87.00,87.00,"1,193,434.74","54,665.22"
2016,01,1000 100,09041200,"Pepper, crushed or ground",Sweden,,,"8,683.00","8,295.00","1,157,603.20","53,023.96"
2016,01,1000 100,13012000,Natural gum arabic,Germany,,,"20,040.00","20,000.00","1,153,283.40","52,826.09"
2016,01,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,Indonesia,,,"15,000.00","15,000.00","1,134,464.62","51,964.10"
2016,01,3052 505,85171200,-- Telephone for cellular networks or for other wireless networks,Togo,"7,320",UN,"1,320.69","1,250.29","1,115,827.44","51,110.42"
2016,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Lebanon,,,"19,456.00","19,200.00","1,115,499.02","51,095.38"
2016,01,3052 505,55093100,--Single yarn,Kenya,,,"12,286.00","11,900.00","1,114,445.94","51,047.14"
2016,01,3052 505,41071900,--Other,India,,,"5,720.08","5,711.08","1,107,055.53","50,708.63"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Puerto Rico,,,"80,160.00","80,000.00","1,106,129.64","50,666.22"
2016,01,1071 100,06031100,--Roses,Italy,,,"15,068.00","13,259.84","1,088,485.66","49,858.03"
2016,01,1000 100,40040000,"Waste, parings and scrap of rubber (excl. hard rubber) and powders...",China,,,"169,416.00","168,000.00","1,073,746.80","49,182.92"
2016,01,1000 100,85444200,"--Other electrical conductors, for a voltage<=1000V:-- fitted with connectors",Somalia,,,"13,640.00","12,345.00","1,073,047.98","49,150.91"
2016,01,1000 100,02061000,Fresh or chilled edible bovine offal,Viet Nam,,,"28,000.00","27,960.00","1,064,661.08","48,766.75"
2016,01,1000 505,05040000,"FRESH,FROZEN,SALTED,DRIED..,GUTS/BLADDERS/STOMACHS OF ANIMALS (EXCL.FISH)",Viet Nam,,,"29,500.00","29,000.00","1,064,484.09","48,758.64"
2016,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Albania,,,"19,456.00","19,200.00","1,055,889.33","48,364.96"
2016,01,3052 505,61071900,"--MEN'S OR BOYS' UNDERPANTS ETC. OF OTHER TEXTILES NES, KNITTED OR CROCHETED",United States,"38,646",UN,"19,804.80","18,328.80","1,051,559.86","48,166.65"
2016,01,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,"3,360.00","3,308.00","1,045,198.76","47,875.28"
2016,01,1000 100,64051000,"-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",Canada,"2,922",2UN,"2,173.75","2,009.75","1,027,771.09","47,077.01"
2016,01,1000 101,08051000,"Oranges, fresh or dried",Djibouti,,,"58,040.00","58,040.00","1,027,438.24","47,061.76"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Bulgaria,,,"96,192.00","96,000.00","1,021,646.40","46,796.47"
2016,01,1000 100,40170000,Hard rubber (eg. ebonite) in all forms; articles of hard rubber.,Sudan,,,"124,200.00","124,200.00","1,018,584.56","46,656.22"
2016,01,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Germany,,,"34,328.20","19,457.00","1,014,670.83","46,476.95"
2016,01,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,United States,,,"9,268.00","7,832.00","1,010,604.14","46,290.68"
2016,01,1071 100,06031100,--Roses,United States,,,"13,700.03","12,056.04","1,000,809.32","45,842.02"
2016,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",South Africa,,,"19,440.00","19,200.00","993,656.84","45,514.41"
2016,01,1000 100,26179000,-Other,China,,,"23,130.28","22,985.00","980,112.56","44,894.01"
2016,01,1000 100,19059020,---Fresh Injera,Norway,,,"20,395.00","17,565.00","979,318.22","44,857.63"
2016,01,1000 100,12019000,-OTHER,Sri Lanka,,,"110,220.00","110,000.00","976,559.58","44,731.27"
2016,01,1000 100,61178000,"-Other clothing accessories, knitted or crocheted, nes",Sudan,14,UN,"2,280.00","2,280.00","973,397.95","44,586.45"
2016,01,1071 100,85481000,"-WASTE/SCRAP OF PRIMARY CELLS/BATTERIES/ACCUM;SPENT PRIMARY CELLS,BATTERIES",Somalia,,,"453,380.00","453,380.00","966,883.39","44,288.05"
2016,01,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Ukraine,,,"18,225.00","18,000.00","954,421.00","43,717.21"
2016,01,1000 100,12074090,--OTHER,Lebanon,,,"38,083.60","38,000.00","940,706.87","43,089.03"
2016,01,1071 100,01042000,LIVE GOATS,Saudi Arabia,630,UN,"15,750.00","15,750.00","938,764.89","43,000.08"
2016,01,1000 100,42022110,---hand made hand bags with outer surface of leather or composition leather.,United States,"1,679",UN,763.19,719.69,"935,448.77","42,848.19"
2016,01,1000 100,07129090,---Other vegetables,Hong Kong,,,"1,468.00","1,247.81","930,142.98","42,605.16"
2016,01,1000 100,02045000,"Fresh, chilled or frozen goat meat",Bahrain,,,"7,001.00","6,916.00","929,384.10","42,570.40"
2016,01,1000 100,07129090,---Other vegetables,Germany,,,"29,543.18","16,526.82","921,378.83","42,203.71"
2016,01,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Greece,,,"72,158.40","72,000.00","905,191.63","41,462.26"
2016,01,1000 100,07129090,---Other vegetables,Netherlands,,,"35,985.28","20,123.83","905,142.66","41,460.02"
2016,01,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",United States,,,"10,047.00","10,000.00","901,269.62","41,282.61"
2016,01,1071 100,06031100,--Roses,France,,,"12,243.48","10,778.67","887,754.69","40,663.56"
2016,01,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,United Kingdom,"754,600",UN,"3,400.00","2,550.00","873,581.52","40,014.36"
2016,01,1000 100,12079990,--OTHER,Belgium,,,"39,078.00","39,000.00","873,082.66","39,991.51"
2016,01,3052 505,61152100,"-Other panty hose and tights: of synthetic fibres, measuring per single yarn< 67 decitex",France,,,"4,134.00","3,789.50","853,666.33","39,102.15"
2016,01,1000 100,08031000,-PLANTAINS,Djibouti,,,"286,500.00","286,500.00","829,589.06","37,999.29"
2016,01,1000 100,19059020,---Fresh Injera,Bahrain,,,"25,430.00","24,138.00","819,594.10","37,541.47"
2016,01,1000 100,08051000,"Oranges, fresh or dried",Djibouti,,,"120,356.00","117,859.00","819,169.59","37,522.02"
2016,01,3052 505,61152900,--Other panty hose and tights: of other textile materials,United Kingdom,,,"2,450.32","2,224.00","797,640.48","36,535.88"
2016,01,1000 100,22011000,"MINERAL WATERS AND AERATED WATERS, UNSWEETENED",United States,"62,800",LTR,"46,430.00","45,225.00","789,102.47","36,144.80"
2016,01,3052 505,61099000,"-T-SHIRTS, SINGLETS, ETC, OF OTHER TEXTILES, NES, KNITTED OR CROCHETED",Germany,"113,708",UN,"9,079.95","7,974.34","777,869.00","35,630.25"
2016,01,1000 100,01022910,---OX,Oman,60,UN,"13,200.00","13,200.00","768,272.40","35,190.68"
2016,01,1000 101,52051100,"Uncombed single cotton yarn, with >=85% cotton, nprs, <=14mn",China,,,"18,758.00","18,198.00","765,072.54","35,044.11"
2016,01,3052 505,61099000,"-T-SHIRTS, SINGLETS, ETC, OF OTHER TEXTILES, NES, KNITTED OR CROCHETED",United States,"14,224",UN,"6,164.48","5,589.92","750,847.29","34,392.53"
2016,01,1000 100,41071900,--Other,Hong Kong,,,"3,641.00","3,551.00","744,772.15","34,114.25"
2016,01,1071 100,06031100,--Roses,Japan,,,"9,728.50","8,551.08","742,644.26","34,016.79"
2016,01,1071 100,06031900,--Other cut flowers,United Arab Emirates,,,"8,022.61","7,059.91","727,818.08","33,337.67"
2016,01,1000 100,09109900,"Other spices, nes",India,,,"20,280.00","19,500.00","694,308.59","31,802.77"
2016,01,1000 100,25151100,-- crude or roughly trimmed,China,,,"103,188.00","103,188.00","688,572.09","31,540.01"
2016,01,1000 100,07102900,"Leguminous vegetables, shelled or unshelled, frozen, nes",United Kingdom,,,"12,956.00","10,691.00","684,554.17","31,355.97"
2016,01,1071 100,06031100,--Roses,Oman,,,"9,192.00","8,088.96","666,518.40","30,529.84"
2016,01,3052 505,61109000,"-JERSEYS, PULLOVERS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED",United States,"51,960",UN,"11,730.94","10,833.94","664,810.32","30,451.61"
2016,01,1000 100,19059020,---Fresh Injera,Canada,,,"13,908.00","12,816.00","664,324.49","30,429.35"
2016,01,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),Bahrain,,,"5,023.00","4,940.00","663,337.56","30,384.15"
2016,01,1000 100,06031900,--Other cut flowers,Japan,,,"5,378.00","4,732.64","643,614.69","29,480.74"
2016,01,1000 100,25232900,--other,Djibouti,,,"281,400.00","280,000.00","639,746.15","29,303.54"
2016,01,1071 100,20089900,"--Other fruit, etc, prepared or preserved, nes",Qatar,,,"1,747.35","1,489.66","633,476.91","29,016.38"
2016,01,1071 100,20089900,"--Other fruit, etc, prepared or preserved, nes",Kenya,,,"4,154.04","3,541.40","629,362.10","28,827.90"
2016,01,1000 100,07082000,"Beans, fresh or chilled",Sudan,,,"42,420.00","42,000.00","626,352.30","28,690.04"
2016,01,1000 100,08039000,-OTHER,Djibouti,,,"194,110.00","153,366.00","624,608.39","28,610.16"
2016,01,1000 100,22030000,BEER MADE FROM MALT,South Sudan,"112,080",LTR,"60,904.00","33,866.00","623,394.79","28,554.57"
2016,01,1000 100,07129090,---Other vegetables,Ghana,,,979.50,833.48,"620,937.08","28,441.99"
2016,01,1000 100,07049000,"White and red cabbages, kohlrabi, kale...etc, fresh or chilled",Djibouti,,,"194,354.00","190,380.00","620,091.76","28,403.27"
2016,01,1000 100,07129090,---Other vegetables,India,,,962.20,817.80,"610,425.34","27,960.50"
2016,01,1000 100,63051000,"-Sacks and bags, used for packing goods, of jute, etc",United States,,,520.00,502.00,"610,018.13","27,941.85"
2016,01,1000 100,09083100,--NEITHER CRUSHED NOR GROUND,Israel,,,"8,016.00","8,000.00","596,979.60","27,344.62"
2016,01,1000 100,07051100,"Cabbage lettuce, fresh or chilled",Djibouti,,,"174,641.00","167,525.50","596,872.92","27,339.74"
2016,01,1000 100,08101000,"Strawberries, fresh",Netherlands,,,"18,200.00","12,000.00","584,745.64","26,784.25"
2016,01,1000 100,02062900,Frozen edible bovine offal (excl. tongues and livers),Viet Nam,,,"28,042.76","27,397.76","584,139.42","26,756.48"
2016,01,1000 100,12092900,"Other seeds of forage plants, of a kind used for sowing, nes",Jordan,,,"22,088.00","22,000.00","578,843.26","26,513.89"
2016,01,1000 100,96020090,---Other,Congo,"11,500,000",UN,"1,380.00","1,076.00","573,893.17","26,287.15"
2016,01,1071 100,06031900,--Other cut flowers,Germany,,,"7,752.56","6,822.24","562,393.91","25,760.43"
2016,01,1000 100,19059020,---Fresh Injera,United Kingdom,,,"10,160.00","9,470.00","556,926.40","25,509.99"
2016,01,1000 100,09109900,"Other spices, nes",Sudan,,,"17,447.00","17,260.00","554,758.04","25,410.67"
